DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID8025593,"N'-Methyl-N,N-diphenylurea",13114-72-2,IMFYAZJNDOZIFV-UHFFFAOYSA-N,"N'-Methyl-N,N-diphenylurea",CNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C14H14N2O/c1-15-14(17)16(12-8-4-2-5-9-12)13-10-6-3-7-11-13/h2-11H,1H3,(H,15,17)",C14H14N2O,226.279,226.1106131,27,-,75,4
DTXSID8025595,"N,N'-Methylenebisacrylamide",110-26-9,ZIUHHBKFKCYYJD-UHFFFAOYSA-N,"N,N'-Methylenedi(prop-2-enamide)",C=CC(=O)NCNC(=O)C=C,"InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)",C7H10N2O2,154.169,154.0742276,60,165,96,8
DTXSID8025599,Methylene bis(thiocyanate),6317-18-6,JWZXKXIUSSIAMR-UHFFFAOYSA-N,Methylene bis(thiocyanate),N#CSCSC#N,InChI=1S/C3H2N2S2/c4-1-6-3-7-2-5/h3H2,C3H2N2S2,130.18,129.9659404,63,6,70,65
DTXSID8025628,2-Methyl-3-nitroaniline,603-83-8,HFCFJYRLBAANKN-UHFFFAOYSA-N,2-Methyl-3-nitroaniline,CC1=C(N)C=CC=C1[N+]([O-])=O,"InChI=1S/C7H8N2O2/c1-5-6(8)3-2-4-7(5)9(10)11/h2-4H,8H2,1H3",C7H8N2O2,152.153,152.0585775,35,2,122,-
DTXSID8025670,4-Methylumbelliferone,90-33-5,HSHNITRMYYLLCV-UHFFFAOYSA-N,7-Hydroxy-4-methyl-2H-1-benzopyran-2-one,CC1=CC(=O)OC2=C1C=CC(O)=C2,"InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3",C10H8O3,176.171,176.0473441,59,1054,181,3
DTXSID8025703,alpha-Naphylisothiocyanate,551-06-4,JBDOSUUXMYMWQH-UHFFFAOYSA-N,1-Isothiocyanatonaphthalene,S=C=NC1=CC=CC2=CC=CC=C12,InChI=1S/C11H7NS/c13-8-12-11-7-3-5-9-4-1-2-6-10(9)11/h1-7H,C11H7NS,185.24,185.0299204,45,304,96,-
DTXSID8025707,Neopentyl glycol diglycidyl ether,17557-23-2,KUAUJXBLDYVELT-UHFFFAOYSA-N,"2,2'-[(2,2-Dimethylpropane-1,3-diyl)bis(oxymethylene)]bis(oxirane)",CC(C)(COCC1CO1)COCC1CO1,"InChI=1/C11H20O4/c1-11(2,7-12-3-9-5-14-9)8-13-4-10-6-15-10/h9-10H,3-8H2,1-2H3",C11H20O4,216.277,216.1361591,38,-,44,44
DTXSID8025709,Nickelocene,1271-28-9,KZPXREABEBSAQM-UHFFFAOYSA-N,"Nickel(2+) dicyclopenta-2,4-dien-1-ide",[Ni++].[CH-]1C=CC=C1.[CH-]1C=CC=C1,InChI=1S/2C5H5.Ni/c2*1-2-4-5-3-1;/h2*1-5H;/q2*-1;+2,C10H10Ni,188.883,188.013592,29,-,18,5
DTXSID8025751,2-Nitroethanol,625-48-9,KIPMDPDAFINLIV-UHFFFAOYSA-N,2-Nitroethan-1-ol,OCC[N+]([O-])=O,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",C2H5NO3,91.066,91.02694303,30,-,84,-
DTXSID8025757,Nitrogen mustard hydrochloride,55-86-7,QZIQJVCYUQZDIR-UHFFFAOYSA-N,2-Chloro-N-(2-chloroethyl)-N-methylethan-1-amine--hydrogen chloride (1/1),Cl.CN(CCCl)CCCl,"InChI=1S/C5H11Cl2N.ClH/c1-8(4-2-6)5-3-7;/h2-5H2,1H3;1H",C5H12Cl3N,192.51,191.0035325,32,5500,95,6
DTXSID8025759,4-Nitrohippuric acid,2645-07-0,XCMUCRMMVDSVEL-UHFFFAOYSA-N,N-(4-Nitrobenzoyl)glycine,OC(=O)CNC(=O)C1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C9H8N2O5/c12-8(13)5-10-9(14)6-1-3-7(4-2-6)11(15)16/h1-4H,5H2,(H,10,14)(H,12,13)",C9H8N2O5,224.172,224.0433214,28,2,62,-
DTXSID8025830,Pentabromoethane,75-95-6,OGVPXEPSTZMAFF-UHFFFAOYSA-N,"1,1,1,2,2-Pentabromoethane",BrC(Br)C(Br)(Br)Br,"InChI=1S/C2HBr5/c3-1(4)2(5,6)7/h1H",C2HBr5,424.55,419.599515,22,-,39,5
DTXSID8025886,Ethyl 3-phenylglycidate,121-39-1,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,Ethyl 3-phenyloxirane-2-carboxylate,CCOC(=O)C1OC1C1=CC=CC=C1,"InChI=1/C11H12O3/c1-2-13-11(12)10-9(14-10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3",C11H12O3,192.214,192.0786442,50,3,61,9
DTXSID8025888,Phenylglyoxal,1074-12-0,OJUGVDODNPJEEC-UHFFFAOYSA-N,Oxo(phenyl)acetaldehyde,O=CC(=O)C1=CC=CC=C1,InChI=1S/C8H6O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6H,C8H6O2,134.134,134.0367794,28,588,78,-
DTXSID8025961,Propionic acid,79-09-4,XBDQKXXYIPTUBI-UHFFFAOYSA-N,Propanoic acid,CCC(O)=O,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",C3H6O2,74.079,74.03677943,88,1658,326,133
DTXSID8025963,S-(Propyl) chlorothioformate,13889-92-4,FYOPSYJKEHWOBR-UHFFFAOYSA-N,S-Propyl carbonochloridothioate,CCCSC(Cl)=O,"InChI=1S/C4H7ClOS/c1-2-3-7-4(5)6/h2-3H2,1H3",C4H7ClOS,138.61,137.9906137,31,-,37,-
DTXSID8025967,1-tert-Butoxy-2-propanol,57018-52-7,GQCZPFJGIXHZMB-UHFFFAOYSA-N,1-tert-Butoxypropan-2-ol,CC(O)COC(C)(C)C,"InChI=1/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3",C7H16O2,132.203,132.1150298,47,8,56,13
DTXSID8025969,"1,3-Propylene oxide",503-30-0,AHHWIHXENZJRFG-UHFFFAOYSA-N,Oxetane,C1COC1,InChI=1S/C3H6O/c1-2-4-3-1/h1-3H2,C3H6O,58.08,58.04186481,43,119,85,-
DTXSID8026018,Silybin,22888-70-6,SEBFKMXJBCUCAI-HKTJVKLFSA-N,"(2R,3R)-3,5,7-Trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydro-4H-1-benzopyran-4-one",COC1=C(O)C=CC(=C1)[C@H]1OC2=C(O[C@@H]1CO)C=CC(=C2)[C@H]1OC2=C(C(O)=CC(O)=C2)C(=O)[C@@H]1O,"InChI=1S/C25H22O10/c1-32-17-6-11(2-4-14(17)28)24-20(10-26)33-16-5-3-12(7-18(16)34-24)25-23(31)22(30)21-15(29)8-13(27)9-19(21)35-25/h2-9,20,23-29,31H,10H2,1H3/t20-,23+,24-,25-/m1/s1",C25H22O10,482.441,482.1212969,31,3493,93,2
DTXSID8026060,Sulfacetamide,144-80-9,SKIVFJLNDNKQPD-UHFFFAOYSA-N,N-(4-Aminobenzene-1-sulfonyl)acetamide,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C8H10N2O3S/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)",C8H10N2O3S,214.24,214.0412134,58,339,155,9
DTXSID8026064,Sulfamethoxazole,723-46-6,JLKIGFTWXXRPMT-UHFFFAOYSA-N,"4-Amino-N-(5-methyl-1,2-oxazol-3-yl)benzene-1-sulfonamide",CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",C10H11N3O3S,253.28,253.0521124,71,4876,201,19
DTXSID8026068,Sulfathiazole,72-14-0,JNMRHUJNCSQMMB-UHFFFAOYSA-N,"4-Amino-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide",NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",C9H9N3O2S2,255.31,255.0136189,70,597,184,12
DTXSID8026141,Thioglycolic acid,68-11-1,CWERGRDVMFNCDR-UHFFFAOYSA-N,Sulfanylacetic acid,OC(=O)CS,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)",C2H4O2S,92.11,91.99320054,72,395,99,51
DTXSID8026145,Thiophene,110-02-1,YTPLMLYBLZKORZ-UHFFFAOYSA-N,Thiophene,S1C=CC=C1,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,C4H4S,84.14,84.0033713,71,224,304,4
DTXSID8026147,Thonzylamine hydrochloride,63-56-9,HRYJPHOTGFERGT-UHFFFAOYSA-N,"N~1~-[(4-Methoxyphenyl)methyl]-N~2~,N~2~-dimethyl-N~1~-(pyrimidin-2-yl)ethane-1,2-diamine--hydrogen chloride (1/1)",Cl.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,"InChI=1S/C16H22N4O.ClH/c1-19(2)11-12-20(16-17-9-4-10-18-16)13-14-5-7-15(21-3)8-6-14;/h4-10H,11-13H2,1-3H3;1H",C16H23ClN4O,322.84,322.1560391,21,22,33,-
DTXSID8026193,"1,2,3-Trichlorobenzene",87-61-6,RELMFMZEBKVZJC-UHFFFAOYSA-N,"1,2,3-Trichlorobenzene",ClC1=CC=CC(Cl)=C1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,C6H3Cl3,181.44,179.9300332,89,77,125,1
DTXSID8026195,"1,3,5-Trichlorobenzene",108-70-3,XKEFYDZQGKAQCN-UHFFFAOYSA-N,"1,3,5-Trichlorobenzene",ClC1=CC(Cl)=CC(Cl)=C1,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,C6H3Cl3,181.44,179.9300332,70,7,98,-
DTXSID8026220,"2,4,5-Triethoxyacetophenone",63213-29-6,PXBWCOGDYXMWMC-UHFFFAOYSA-N,"1-(2,4,5-Triethoxyphenyl)ethan-1-one",CCOC1=CC(OCC)=C(C=C1OCC)C(C)=O,"InChI=1S/C14H20O4/c1-5-16-12-9-14(18-7-3)13(17-6-2)8-11(12)10(4)15/h8-9H,5-7H2,1-4H3",C14H20O4,252.31,252.1361591,25,-,41,-
DTXSID8026224,Triethylene glycol dimethyl ether,112-49-2,YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-Tetraoxadodecane",COCCOCCOCCOC,"InChI=1S/C8H18O4/c1-9-3-5-11-7-8-12-6-4-10-2/h3-8H2,1-2H3",C8H18O4,178.228,178.1205091,65,10,131,5
DTXSID8026228,Triethyl phosphate,78-40-0,DQWPFSLDHJDLRL-UHFFFAOYSA-N,Triethyl phosphate,CCOP(=O)(OCC)OCC,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",C6H15O4P,182.156,182.070796,91,36,86,63
DTXSID8026270,Uracil mustard,66-75-1,IDPUKCWIGUEADI-UHFFFAOYSA-N,"5-[Bis(2-chloroethyl)amino]pyrimidine-2,4(1H,3H)-dione",ClCCN(CCCl)C1=CNC(=O)NC1=O,"InChI=1S/C8H11Cl2N3O2/c9-1-3-13(4-2-10)6-5-11-8(15)12-7(6)14/h5H,1-4H2,(H2,11,12,14,15)",C8H11Cl2N3O2,252.1,251.022832,37,142,66,5
DTXSID8026303,p-Xylenol blue,125-31-5,MGUKYHHAGPFJMC-UHFFFAOYSA-N,"3,3-Bis(4-hydroxy-2,5-dimethylphenyl)-2,1lambda~6~-benzoxathiole-1,1(3H)-dione",CC1=CC(=C(C)C=C1O)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=C(C)C=C(O)C(C)=C1,"InChI=1S/C23H22O5S/c1-13-11-20(24)15(3)9-18(13)23(19-10-16(4)21(25)12-14(19)2)17-7-5-6-8-22(17)29(26,27)28-23/h5-12,24-25H,1-4H3",C23H22O5S,410.48,410.118795,34,-,54,-
DTXSID8026305,"2,4-Dimethylaniline",95-68-1,CZZZABOKJQXEBO-UHFFFAOYSA-N,"2,4-Dimethylaniline",CC1=CC(C)=C(N)C=C1,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",C8H11N,121.183,121.0891494,70,23,129,5
DTXSID8026307,"2,6-Dimethylaniline",87-62-7,UFFBMTHBGFGIHF-UHFFFAOYSA-N,"2,6-Dimethylaniline",CC1=CC=CC(C)=C1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",C8H11N,121.183,121.0891494,84,58,132,8
DTXSID8026309,"3,5-Dimethylaniline",108-69-0,MKARNSWMMBGSHX-UHFFFAOYSA-N,"3,5-Dimethylaniline",CC1=CC(N)=CC(C)=C1,"InChI=1S/C8H11N/c1-6-3-7(2)5-8(9)4-6/h3-5H,9H2,1-2H3",C8H11N,121.183,121.0891494,55,7,101,-
DTXSID8026430,Trichloroethenylsilane,75-94-5,GQIUQDDJKHLHTB-UHFFFAOYSA-N,Trichloro(ethenyl)silane,Cl[Si](Cl)(Cl)C=C,"InChI=1S/C2H3Cl3Si/c1-2-6(3,4)5/h2H,1H2",C2H3Cl3Si,161.48,159.9069597,48,4,45,6
DTXSID8026432,"2,2-Dimethylpropanoic acid",75-98-9,IUGYQRQAERSCNH-UHFFFAOYSA-N,"2,2-Dimethylpropanoic acid",CC(C)(C)C(O)=O,"InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)",C5H10O2,102.133,102.0680796,65,98,123,4
DTXSID8026436,2-Methyl-2-nitro-1-propanol,76-39-1,MVGJRISPEUZYAQ-UHFFFAOYSA-N,2-Methyl-2-nitropropan-1-ol,CC(C)(CO)[N+]([O-])=O,"InChI=1S/C4H9NO3/c1-4(2,3-6)5(7)8/h6H,3H2,1-2H3",C4H9NO3,119.12,119.0582432,41,-,53,2
DTXSID8026488,Camphene,79-92-5,CRPUJAZIXJMDBK-UHFFFAOYSA-N,"2,2-Dimethyl-3-methylidenebicyclo[2.2.1]heptane",CC1(C)C2CCC(C2)C1=C,"InChI=1/C10H16/c1-7-8-4-5-9(6-8)10(7,2)3/h8-9H,1,4-6H2,2-3H3",C10H16,136.238,136.1252005,76,68,91,93
DTXSID8026513,"1,2,3,6-Tetrahydrophthalimide",85-40-5,CIFFBTOJCKSRJY-UHFFFAOYSA-N,"3a,4,7,7a-Tetrahydro-1H-isoindole-1,3(2H)-dione",O=C1NC(=O)C2CC=CCC12,"InChI=1/C8H9NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-2,5-6H,3-4H2,(H,9,10,11)",C8H9NO2,151.165,151.0633285,42,-,76,52
DTXSID8026515,Hexahydrophthalic anhydride,85-42-7,MUTGBJKUEZFXGO-UHFFFAOYSA-N,"Hexahydro-2-benzofuran-1,3-dione",O=C1OC(=O)C2CCCCC12,"InChI=1/C8H10O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h5-6H,1-4H2",C8H10O3,154.165,154.0629942,47,111,98,53
DTXSID8026519,Butyl 2-ethylhexyl phthalate,85-69-8,AVOLBYOSCILFLL-UHFFFAOYSA-N,"Butyl 2-ethylhexyl benzene-1,2-dicarboxylate",CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,"InChI=1/C20H30O4/c1-4-7-11-16(6-3)15-24-20(22)18-13-10-9-12-17(18)19(21)23-14-8-5-2/h9-10,12-13,16H,4-8,11,14-15H2,1-3H3",C20H30O4,334.456,334.2144094,28,-,27,14
DTXSID8026563,"(9Z)-N,N-Bis(2-hydroxyethyl)octadec-9-enamide",93-83-4,LPMBTLLQQJBUOO-KTKRTIGZSA-N,"(9Z)-N,N-Bis(2-hydroxyethyl)octadec-9-enamide",CCCCCCCC\C=C/CCCCCCCC(=O)N(CCO)CCO,"InChI=1S/C22H43NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(26)23(18-20-24)19-21-25/h9-10,24-25H,2-8,11-21H2,1H3/b10-9-",C22H43NO3,369.59,369.3242942,38,-,28,66
DTXSID8026640,"1,3-Diisopropylbenzene",99-62-7,UNEATYXSUBPPKP-UHFFFAOYSA-N,"1,3-Di(propan-2-yl)benzene",CC(C)C1=CC(=CC=C1)C(C)C,"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",C12H18,162.276,162.1408506,62,-,85,4
DTXSID8026694,2-Ethylhexyl acetate,103-09-3,WOYWLLHHWAMFCB-UHFFFAOYSA-N,2-Ethylhexyl acetate,CCCCC(CC)COC(C)=O,"InChI=1/C10H20O2/c1-4-6-7-10(5-2)8-12-9(3)11/h10H,4-8H2,1-3H3",C10H20O2,172.268,172.1463299,58,2,76,42
DTXSID8026698,"4,4'-Dithiodimorpholine",103-34-4,HLBZWYXLQJQBKU-UHFFFAOYSA-N,"4,4'-Disulfanediylbis(morpholine)",C1CN(CCO1)SSN1CCOCC1,InChI=1S/C8H16N2O2S2/c1-5-11-6-2-9(1)13-14-10-3-7-12-8-4-10/h1-8H2,C8H16N2O2S2,236.35,236.0653201,59,16,66,22
DTXSID8026725,12-Hydroxyoctadecanoic acid,106-14-9,ULQISTXYYBZJSJ-UHFFFAOYSA-N,12-Hydroxyoctadecanoic acid,CCCCCCC(O)CCCCCCCCCCC(O)=O,"InChI=1/C18H36O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h17,19H,2-16H2,1H3,(H,20,21)",C18H36O3,300.483,300.266445,49,-,85,117
DTXSID8026727,Geraniol,106-24-1,GLZPCOQZEFWAFX-JXMROGBWSA-N,"(2E)-3,7-Dimethylocta-2,6-dien-1-ol",CC(C)=CCC\C(C)=C\CO,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",C10H18O,154.253,154.1357652,83,415,140,171261
DTXSID8026729,Butanoic anhydride,106-31-0,YHASWHZGWUONAO-UHFFFAOYSA-N,Butanoic anhydride,CCCC(=O)OC(=O)CCC,"InChI=1S/C8H14O3/c1-3-5-7(9)11-8(10)6-4-2/h3-6H2,1-2H3",C8H14O3,158.197,158.0942943,52,-,73,3
DTXSID8026773,"1,3-Butanediol",107-88-0,PUPZLCDOIYMWBV-UHFFFAOYSA-N,"Butane-1,3-diol",CC(O)CCO,"InChI=1/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",C4H10O2,90.122,90.06807956,76,108,280,668
DTXSID8026775,3-Mercaptopropanoic acid,107-96-0,DKIDEFUBRARXTE-UHFFFAOYSA-N,3-Sulfanylpropanoic acid,OC(=O)CCS,"InChI=1S/C3H6O2S/c4-3(5)1-2-6/h6H,1-2H2,(H,4,5)",C3H6O2S,106.14,106.0088506,56,547,88,28
DTXSID8026802,"2,6-Dimethyl-4-heptanol",108-82-7,HXQPUEQDBSPXTE-UHFFFAOYSA-N,"2,6-Dimethylheptan-4-ol",CC(C)CC(O)CC(C)C,"InChI=1S/C9H20O/c1-7(2)5-9(10)6-8(3)4/h7-10H,5-6H2,1-4H3",C9H20O,144.258,144.1514153,45,1,82,11
DTXSID8026931,(13Z)-Docos-13-enoic acid,112-86-7,DPUOLQHDNGRHBS-KTKRTIGZSA-N,(13Z)-Docos-13-enoic acid,CCCCCCCC\C=C/CCCCCCCCCCCC(O)=O,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-",C22H42O2,338.576,338.3184806,40,147,63,38
DTXSID8026933,(Z)-9-Octadecenylamine,112-90-3,QGLWBTPVKHMVHM-KTKRTIGZSA-N,(9Z)-Octadec-9-en-1-amine,CCCCCCCC\C=C/CCCCCCCCN,"InChI=1S/C18H37N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h9-10H,2-8,11-19H2,1H3/b10-9-",C18H37N,267.501,267.2926002,37,74,50,170
DTXSID8026935,1-Octadecanol,112-92-5,GLDOVTGHNKAZLK-UHFFFAOYSA-N,Octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,"InChI=1S/C18H38O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h19H,2-18H2,1H3",C18H38O,270.501,270.2922658,71,44,106,698
DTXSID8026981,4-(Acetylamino)benzenesulfonyl chloride,121-60-8,GRDXCFKBQWDAJH-UHFFFAOYSA-N,4-Acetamidobenzene-1-sulfonyl chloride,CC(=O)NC1=CC=C(C=C1)S(Cl)(=O)=O,"InChI=1S/C8H8ClNO3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)",C8H8ClNO3S,233.67,232.991342,40,-,85,2
DTXSID8027032,2-Amino-2-methylpropan-1-ol,124-68-5,CBTVGIZVANVGBH-UHFFFAOYSA-N,2-Amino-2-methylpropan-1-ol,CC(C)(N)CO,"InChI=1S/C4H11NO/c1-4(2,5)3-6/h6H,3,5H2,1-2H3",C4H11NO,89.138,89.08406398,70,45,116,10706
DTXSID8027034,"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",126-11-4,OLQJQHSAWMFDJE-UHFFFAOYSA-N,"2-(Hydroxymethyl)-2-nitropropane-1,3-diol",OCC(CO)(CO)[N+]([O-])=O,"InChI=1S/C4H9NO5/c6-1-4(2-7,3-8)5(9)10/h6-8H,1-3H2",C4H9NO5,151.118,151.0480724,58,1,86,60
DTXSID8027036,"2,2-Dimethylpropane-1,3-diol",126-30-7,SLCVBVWXLSEKPL-UHFFFAOYSA-N,"2,2-Dimethylpropane-1,3-diol",CC(C)(CO)CO,"InChI=1S/C5H12O2/c1-5(2,3-6)4-7/h6-7H,3-4H2,1-2H3",C5H12O2,104.149,104.0837296,64,2,103,626
DTXSID8027084,Proxan-sodium,140-93-2,IRZFQKXEKAODTJ-UHFFFAOYSA-M,Sodium O-propan-2-yl carbonodithioate,[Na+].CC(C)OC([S-])=S,"InChI=1S/C4H8OS2.Na/c1-3(2)5-4(6)7;/h3H,1-2H3,(H,6,7);/q;+1/p-1",C4H7NaOS2,158.21,157.9836015,38,5,39,1
DTXSID8027086,Methyl 12-hydroxyoctadecanoate,141-23-1,RVWOWEQKPMPWMQ-UHFFFAOYSA-N,Methyl 12-hydroxyoctadecanoate,CCCCCCC(O)CCCCCCCCCCC(=O)OC,"InChI=1/C19H38O3/c1-3-4-5-12-15-18(20)16-13-10-8-6-7-9-11-14-17-19(21)22-2/h18,20H,3-17H2,1-2H3",C19H38O3,314.51,314.2820951,38,4,46,16
DTXSID8027113,"2,2,4-Trimethyl-1,3-pentanediol",144-19-4,JCTXKRPTIMZBJT-UHFFFAOYSA-N,"2,2,4-Trimethylpentane-1,3-diol",CC(C)C(O)C(C)(C)CO,"InChI=1/C8H18O2/c1-6(2)7(10)8(3,4)5-9/h6-7,9-10H,5H2,1-4H3",C8H18O2,146.23,146.1306798,58,-,70,15
DTXSID8027163,N-Methylmethanamine hydrochloride,506-59-2,IQDGSYLLQPDQDV-UHFFFAOYSA-N,N-Methylmethanamine--hydrogen chloride (1/1),Cl.CNC,"InChI=1S/C2H7N.ClH/c1-3-2;/h3H,1-2H3;1H",C2H8ClN,81.54,81.034527,32,272,100,8
DTXSID8027167,Neophyl chloride,515-40-2,DNXXUUPUQXSUFH-UHFFFAOYSA-N,(1-Chloro-2-methylpropan-2-yl)benzene,CC(C)(CCl)C1=CC=CC=C1,"InChI=1S/C10H13Cl/c1-10(2,8-11)9-6-4-3-5-7-9/h3-7H,8H2,1-2H3",C10H13Cl,168.66,168.0705781,30,-,68,5
DTXSID8027169,D-Gluconic acid,526-95-4,RGHNJXZEOKUKBD-SQOUGZDYSA-N,D-Gluconic acid,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1",C6H12O7,196.155,196.0583027,55,954,77,134
DTXSID8027240,"3,4-Dinitrotoluene",610-39-9,INYDMNPNDHRJQJ-UHFFFAOYSA-N,"4-Methyl-1,2-dinitrobenzene",CC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3",C7H6N2O4,182.135,182.0327567,66,4,71,5
DTXSID8027244,"1,2-Dichlorobutane",616-21-7,PQBOTZNYFQWRHU-UHFFFAOYSA-N,"1,2-Dichlorobutane",CCC(Cl)CCl,"InChI=1/C4H8Cl2/c1-2-4(6)3-5/h4H,2-3H2,1H3",C4H8Cl2,127.01,126.0003057,28,-,51,-
DTXSID8027246,2-Pyrrolidinone,616-45-5,HNJBEVLQSNELDL-UHFFFAOYSA-N,Pyrrolidin-2-one,O=C1CCCN1,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",C4H7NO,85.106,85.05276385,67,97,142,85
DTXSID8027292,Dibutyltin dichloride,683-18-1,RJGHQTVXGKYATR-UHFFFAOYSA-L,Dibutyl(dichloro)stannane,CCCC[Sn](Cl)(Cl)CCCC,"InChI=1S/2C4H9.2ClH.Sn/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;2*1H;/q;;;;+2/p-2",C8H18Cl2Sn,303.84,303.980758,58,139,57,30
DTXSID8027294,sec-Butylurea,689-11-2,CBRSBDUOPJQVMP-UHFFFAOYSA-N,N-Butan-2-ylurea,CCC(C)NC(N)=O,"InChI=1/C5H12N2O/c1-3-4(2)7-5(6)8/h4H,3H2,1-2H3,(H3,6,7,8)",C5H12N2O,116.164,116.094963,30,-,62,-
DTXSID8027321,Sodium 4-hydroxybenzenesulfonate,825-90-1,BYMHXIQVEAYSJD-UHFFFAOYSA-M,Sodium 4-hydroxybenzene-1-sulfonate,[Na+].OC1=CC=C(C=C1)S([O-])(=O)=O,"InChI=1S/C6H6O4S.Na/c7-5-1-3-6(4-2-5)11(8,9)10;/h1-4,7H,(H,8,9,10);/q;+1/p-1",C6H5NaO4S,196.15,195.9806241,23,-,64,5
DTXSID8027323,4-Nitro-N-phenylaniline,836-30-6,XXYMSQQCBUKFHE-UHFFFAOYSA-N,4-Nitro-N-phenylaniline,[O-][N+](=O)C1=CC=C(NC2=CC=CC=C2)C=C1,"InChI=1S/C12H10N2O2/c15-14(16)12-8-6-11(7-9-12)13-10-4-2-1-3-5-10/h1-9,13H",C12H10N2O2,214.224,214.0742276,46,-,77,-
DTXSID8027329,1-Decene,872-05-9,AFFLGGQVNFXPEV-UHFFFAOYSA-N,Dec-1-ene,CCCCCCCCC=C,"InChI=1S/C10H20/c1-3-5-7-9-10-8-6-4-2/h3H,1,4-10H2,2H3",C10H20,140.27,140.1565006,54,-,104,22
