	stitch_flat	stitch_stereo	UMLS_label	type	meddra	se_name	pubchem_cid	ukb	ae
260181	CID100185457	CID000185457	C0015230	PT	C0015230	Rash	185457	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
260186	CID100185457	CID000185457	C0020538	PT	C0020538	Hypertension	185457	Non-cancer illness code, self-reported: hypertension	1
260190	CID100185457	CID000185457	C0033774	PT	C0033774	Pruritus	185457	Diagnoses - main ICD10: L29 Pruritus	1
260204	CID100192155	CID000192155	C0015230	PT	C0015230	Rash	192155	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
260207	CID100192155	CID000192155	C0015403	PT	C0015403	Eye infection	192155	Non-cancer illness code, self-reported: eye infection	1
260211	CID100192155	CID000192155	C0018681	PT	C0018681	Headache	192155	Diagnoses - main ICD10: R51 Headache	1
260217	CID100192155	CID000192155	C0033774	PT	C0033774	Pruritus	192155	Diagnoses - main ICD10: L29 Pruritus	1
260219	CID100192155	CID000192155	C0042109	PT	C0042109	Urticaria	192155	Non-cancer illness code, self-reported: urticaria	1
260242	CID100193962	CID000193962	C0002622	PT	C0002622	Amnesia	193962	Memory loss	1
260244	CID100193962	CID000193962	C0002871	PT	C0002871	Anaemia	193962	Non-cancer illness code, self-reported: anaemia	1
260248	CID100193962	CID000193962	C0002962	PT	C0002962	Angina pectoris	193962	Non-cancer illness code, self-reported: angina	1
260256	CID100193962	CID000193962	C0004238	PT	C0004238	Atrial fibrillation	193962	Non-cancer illness code, self-reported: atrial fibrillation	1
260276	CID100193962	CID000193962	C0009806	PT	C0009806	Constipation	193962	Non-cancer illness code, self-reported: constipation	1
260278	CID100193962	CID000193962	C0011849	PT	C0011849	Diabetes mellitus	193962	Non-cancer illness code, self-reported: diabetes	1
260290	CID100193962	CID000193962	C0015230	PT	C0015230	Rash	193962	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
260304	CID100193962	CID000193962	C0017168	PT	C0017168	Gastrooesophageal reflux disease	193962	Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease	1
260306	CID100193962	CID000193962	C0017178	PT	C0017178	Gastrointestinal disorder	193962	Non-cancer illness code, self-reported: stomach disorder	1
260310	CID100193962	CID000193962	C0018418	PT	C0018418	Gynaecomastia	193962	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
260312	CID100193962	CID000193962	C0018681	PT	C0018681	Headache	193962	Diagnoses - main ICD10: R51 Headache	1
260320	CID100193962	CID000193962	C0019158	PT	C0019158	Hepatitis	193962	Non-cancer illness code, self-reported: hepatitis	1
260328	CID100193962	CID000193962	C0020443	PT	C0020443	Hypercholesterolaemia	193962	Non-cancer illness code, self-reported: high cholesterol	1
260338	CID100193962	CID000193962	C0020538	PT	C0020538	Hypertension	193962	Non-cancer illness code, self-reported: hypertension	1
260343	CID100193962	CID000193962	C0020565	PT	C2225524	Breast enlargement	193962	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
260351	CID100193962	CID000193962	C0022660	PT	C0022660	Renal failure acute	193962	Diagnoses - main ICD10: N17 Acute renal failure	1
260357	CID100193962	CID000193962	C0027051	PT	C0027051	Myocardial infarction	193962	Myocardial infarction	1
260362	CID100193962	CID000193962	C0027765	PT	C0027765	Nervous system disorder	193962	Diseases of the nervous system	1
260375	CID100193962	CID000193962	C0030305	PT	C0030305	Pancreatitis	193962	Non-cancer illness code, self-reported: pancreatitis	1
260379	CID100193962	CID000193962	C0031117	PT	C0031117	Neuropathy peripheral	193962	Non-cancer illness code, self-reported: peripheral neuropathy	1
260397	CID100193962	CID000193962	C0039070	PT	C0039070	Syncope	193962	Diagnoses - main ICD10: R55 Syncope and collapse	1
260399	CID100193962	CID000193962	C0040034	PT	C0040034	Thrombocytopenia	193962	Thrombocytopenia, unspecified	1
260408	CID100193962	CID000193962	C0042571	PT	C0042571	Vertigo	193962	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
260445	CID100193962	CID000193962	C0234238	PT	C0030193	Pain	193962	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
260449	CID100193962	CID000193962	C0242339	PT	C0242339	Dyslipidaemia	193962	Non-cancer illness code, self-reported: high cholesterol	1
260451	CID100193962	CID000193962	C0267792	PT	C0267792	Hepatobiliary disease	193962	Diseases of liver	1
260462	CID100193962	CID000193962	C0553692	PT	C2937358	Cerebral haemorrhage	193962	Diagnoses - main ICD10: I61 Intracerebral haemorrhage	1
260466	CID100193962	CID000193962	C0851578	PT	C0851578	Sleep disorder	193962	Diagnoses - main ICD10: G47 Sleep disorders	1
260470	CID100193962	CID000193962	C0917799	PT	C0917799	Hypersomnia	193962	Sleeping too much	1
260472	CID100193962	CID000193962	C0917801	PT	C0917801	Insomnia	193962	Non-cancer illness code, self-reported: insomnia	1
260491	CID100197281	CID000197281	C0002871	PT	C0002871	Anaemia	197281	Non-cancer illness code, self-reported: anaemia	1
260493	CID100197281	CID000197281	C0002884	PT	C0002884	Hypochromic anaemia	197281	Diagnoses - main ICD10: D50 Iron deficiency anaemia	1
260501	CID100197281	CID000197281	C0003811	PT	C0003811	Arrhythmia	197281	Non-cancer illness code, self-reported: heart arrhythmia	1
260505	CID100197281	CID000197281	C0004238	PT	C0004238	Atrial fibrillation	197281	Non-cancer illness code, self-reported: atrial fibrillation	1
260507	CID100197281	CID000197281	C0004604	PT	C0004604	Back pain	197281	Dorsalgia	1
260518	CID100197281	CID000197281	C0008031	PT	C0008031	Chest pain	197281	Chest pain or discomfort	1
260526	CID100197281	CID000197281	C0009806	PT	C0009806	Constipation	197281	Non-cancer illness code, self-reported: constipation	1
260528	CID100197281	CID000197281	C0010200	PT	C0010200	Cough	197281	Diagnoses - main ICD10: R05 Cough	1
260538	CID100197281	CID000197281	C0013395	PT	C0013395	Dyspepsia	197281	Diagnoses - main ICD10: K30 Dyspepsia	1
260546	CID100197281	CID000197281	C0015230	PT	C0015230	Rash	197281	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
260553	CID100197281	CID000197281	C0015732	PT	C0015732	Faecal incontinence	197281	Diagnoses - main ICD10: R15 Faecal incontinence	1
260559	CID100197281	CID000197281	C0017178	PT	C0017178	Gastrointestinal disorder	197281	Non-cancer illness code, self-reported: stomach disorder	1
260563	CID100197281	CID000197281	C0018681	PT	C0018681	Headache	197281	Diagnoses - main ICD10: R51 Headache	1
260569	CID100197281	CID000197281	C0018965	PT	C0018965	Haematuria	197281	Diagnoses - main ICD10: R31 Unspecified haematuria	1
260571	CID100197281	CID000197281	C0018991	PT	C0018991	Hemiplegia	197281	Diagnoses - main ICD10: G81 Hemiplegia	1
260585	CID100197281	CID000197281	C0020538	PT	C0020538	Hypertension	197281	Non-cancer illness code, self-reported: hypertension	1
260599	CID100197281	CID000197281	C0020649	PT	C0020649	Hypotension	197281	Diagnoses - main ICD10: I95 Hypotension	1
260607	CID100197281	CID000197281	C0023066	PT	C0023066	Laryngospasm	197281	Non-cancer illness code, self-reported: asthma	1
260625	CID100197281	CID000197281	C0027765	PT	C0027765	Nervous system disorder	197281	Diseases of the nervous system	1
260627	CID100197281	CID000197281	C0030193	PT	C0030193	Pain	197281	Diagnoses - main ICD10: R52 Pain, not elsewhere classified	1
260638	CID100197281	CID000197281	C0033774	PT	C0033774	Pruritus	197281	Diagnoses - main ICD10: L29 Pruritus	1
260642	CID100197281	CID000197281	C0034065	PT	C0034065	Pulmonary embolism	197281	Diagnoses - main ICD10: I26 Pulmonary embolism	1
260657	CID100197281	CID000197281	C0039070	PT	C0039070	Syncope	197281	Diagnoses - main ICD10: R55 Syncope and collapse	1
260673	CID100197281	CID000197281	C0042024	PT	C0042024	Urinary incontinence	197281	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
260680	CID100197281	CID000197281	C0042109	PT	C0042109	Urticaria	197281	Non-cancer illness code, self-reported: urticaria	1
260699	CID100197281	CID000197281	C0085614	PT	C0085614	Atrioventricular block first degree	197281	AV-block	1
260710	CID100197281	CID000197281	C0151517	PT	C0151517	Atrioventricular block complete	197281	AV-block	1
260753	CID100197281	CID000197281	C0231528	PT	C0231528	Myalgia	197281	Myalgia	1
260809	CID100197281	CID000197281	C0948807	PT	C0023895	Liver disorder	197281	Diseases of liver	1
260828	CID100197281	CID006918204	C0003862	PT	C0003862	Arthralgia	197281	Non-cancer illness code, self-reported: joint pain	1
260833	CID100197281	CID006918204	C0004096	PT	C0004096	Asthma	197281	Non-cancer illness code, self-reported: asthma	1
260839	CID100197281	CID006918204	C0006277	PT	C0006277	Bronchitis	197281	Bronchitis	1
260898	CID100197281	CID006918204	C0018801	PT	C0018801	Cardiac failure	197281	Heart failure	1
260900	CID100197281	CID006918204	C0018802	PT	C0018802	Cardiac failure congestive	197281	Heart failure	1
260954	CID100197281	CID006918204	C0030196	PT	C0030196	Pain in extremity	197281	Pain in limb	1
260960	CID100197281	CID006918204	C0031542	PT	C0031542	Phlebitis	197281	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	1
261032	CID100197281	CID006918204	C0149931	PT	C0149931	Migraine	197281	Non-cancer illness code, self-reported: migraine	1
261043	CID100197281	CID006918204	C0151610	PT	C0040409	Tongue disorder	197281	Diagnoses - main ICD10: K14 Diseases of tongue	1
261190	CID100197712	CID000197712	C0009806	PT	C0009806	Constipation	197712	Non-cancer illness code, self-reported: constipation	1
261196	CID100197712	CID000197712	C0018681	PT	C0018681	Headache	197712	Diagnoses - main ICD10: R51 Headache	1
261206	CID100197712	CID000197712	C0037199	PT	C0037199	Sinusitis	197712	Diagnoses - main ICD10: J32 Chronic sinusitis	1
261215	CID100197712	CID006918493	C0002871	PT	C0002871	Anaemia	197712	Non-cancer illness code, self-reported: anaemia	1
261217	CID100197712	CID006918493	C0002962	PT	C0002962	Angina pectoris	197712	Non-cancer illness code, self-reported: angina	1
261223	CID100197712	CID006918493	C0003862	PT	C0003862	Arthralgia	197712	Non-cancer illness code, self-reported: joint pain	1
261232	CID100197712	CID006918493	C0006277	PT	C0006277	Bronchitis	197712	Bronchitis	1
261234	CID100197712	CID006918493	C0008031	PT	C0008031	Chest pain	197712	Chest pain or discomfort	1
261242	CID100197712	CID006918493	C0010200	PT	C0010200	Cough	197712	Diagnoses - main ICD10: R05 Cough	1
261254	CID100197712	CID006918493	C0015230	PT	C0015230	Rash	197712	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
261266	CID100197712	CID006918493	C0017178	PT	C0017178	Gastrointestinal disorder	197712	Non-cancer illness code, self-reported: stomach disorder	1
261272	CID100197712	CID006918493	C0018801	PT	C0018801	Cardiac failure	197712	Heart failure	1
261279	CID100197712	CID006918493	C0019158	PT	C0019158	Hepatitis	197712	Non-cancer illness code, self-reported: hepatitis	1
261287	CID100197712	CID006918493	C0020649	PT	C0020649	Hypotension	197712	Diagnoses - main ICD10: I95 Hypotension	1
261303	CID100197712	CID006918493	C0027765	PT	C0027765	Nervous system disorder	197712	Diseases of the nervous system	1
261311	CID100197712	CID006918493	C0032227	PT	C0032227	Pleural effusion	197712	Diagnoses - main ICD10: J90 Pleural effusion, not elsewhere classified	1
261313	CID100197712	CID006918493	C0032285	PT	C0032285	Pneumonia	197712	Non-cancer illness code, self-reported: pneumonia	1
261315	CID100197712	CID006918493	C0033774	PT	C0033774	Pruritus	197712	Diagnoses - main ICD10: L29 Pruritus	1
261334	CID100197712	CID006918493	C0039070	PT	C0039070	Syncope	197712	Diagnoses - main ICD10: R55 Syncope and collapse	1
261355	CID100197712	CID006918493	C0149931	PT	C0149931	Migraine	197712	Non-cancer illness code, self-reported: migraine	1
261366	CID100197712	CID006918493	C0231528	PT	C0231528	Myalgia	197712	Myalgia	1
261376	CID100197712	CID006918493	C0235710	PT	C0235710	Chest discomfort	197712	Chest pain or discomfort	1
261380	CID100197712	CID006918493	C0267792	PT	C0267792	Hepatobiliary disease	197712	Diseases of liver	1
261395	CID100197712	CID006918493	C0851578	PT	C0851578	Sleep disorder	197712	Diagnoses - main ICD10: G47 Sleep disorders	1
261401	CID100197712	CID006918493	C0917801	PT	C0917801	Insomnia	197712	Non-cancer illness code, self-reported: insomnia	1
261403	CID100197712	CID006918493	C2939447	PT	C2939447	Right ventricular failure	197712	Heart failure	1
261410	CID100206527	CID000206527	C0001339	PT	C0001339	Pancreatitis acute	206527	Diagnoses - main ICD10: K85 Acute pancreatitis	1
261412	CID100206527	CID000206527	C0001824	PT	C0001824	Agranulocytosis	206527	Diagnoses - main ICD10: D70 Agranulocytosis	1
261422	CID100206527	CID000206527	C0002622	PT	C0002622	Amnesia	206527	Memory loss	1
261426	CID100206527	CID000206527	C0002871	PT	C0002871	Anaemia	206527	Non-cancer illness code, self-reported: anaemia	1
261432	CID100206527	CID000206527	C0002884	PT	C0002884	Hypochromic anaemia	206527	Diagnoses - main ICD10: D50 Iron deficiency anaemia	1
261434	CID100206527	CID000206527	C0002962	PT	C0002962	Angina pectoris	206527	Non-cancer illness code, self-reported: angina	1
261444	CID100206527	CID000206527	C0003862	PT	C0003862	Arthralgia	206527	Non-cancer illness code, self-reported: joint pain	1
261447	CID100206527	CID000206527	C0003864	PT	C0003864	Arthritis	206527	Non-cancer illness code, self-reported: arthritis (nos)	1
261451	CID100206527	CID000206527	C0004096	PT	C0004096	Asthma	206527	Non-cancer illness code, self-reported: asthma	1
261455	CID100206527	CID000206527	C0004238	PT	C0004238	Atrial fibrillation	206527	Non-cancer illness code, self-reported: atrial fibrillation	1
261457	CID100206527	CID000206527	C0004604	PT	C0004604	Back pain	206527	Dorsalgia	1
261461	CID100206527	CID000206527	C0005586	PT	C0005586	Bipolar disorder	206527	Diagnoses - main ICD10: F31 Bipolar affective disorder	1
261462	CID100206527	CID000206527	C0005586	PT	C0853193	Bipolar I disorder	206527	Diagnoses - main ICD10: F31 Bipolar affective disorder	1
261466	CID100206527	CID000206527	C0006277	PT	C0006277	Bronchitis	206527	Bronchitis	1
261476	CID100206527	CID000206527	C0006840	PT	C0006840	Candida infection	206527	Diagnoses - main ICD10: B37 Candidiasis	1
261483	CID100206527	CID000206527	C0007642	PT	C0007642	Cellulitis	206527	Diagnoses - main ICD10: L03 Cellulitis	1
261485	CID100206527	CID000206527	C0007859	PT	C0007859	Neck pain	206527	Cervicalgia	1
261496	CID100206527	CID000206527	C0009806	PT	C0009806	Constipation	206527	Non-cancer illness code, self-reported: constipation	1
261501	CID100206527	CID000206527	C0010692	PT	C0010692	Cystitis	206527	Diagnoses - main ICD10: N30 Cystitis	1
261509	CID100206527	CID000206527	C0011168	PT	C0011168	Dysphagia	206527	Diagnoses - main ICD10: R13 Dysphagia	1
261517	CID100206527	CID000206527	C0011334	PT	C0011334	Dental caries	206527	Diagnoses - main ICD10: K02 Dental caries	1
261523	CID100206527	CID000206527	C0011630	PT	C0011630	Fungal skin infection	206527	Mycoses	1
261525	CID100206527	CID000206527	C0011849	PT	C0011849	Diabetes mellitus	206527	Non-cancer illness code, self-reported: diabetes	1
261533	CID100206527	CID000206527	C0013362	PT	C0029408	Osteoarthritis	206527	Non-cancer illness code, self-reported: osteoarthritis	1
261542	CID100206527	CID000206527	C0013395	PT	C0013395	Dyspepsia	206527	Diagnoses - main ICD10: K30 Dyspepsia	1
261546	CID100206527	CID000206527	C0013428	PT	C0013428	Dysuria	206527	Diagnoses - main ICD10: R30 Pain associated with micturition	1
261554	CID100206527	CID000206527	C0013595	PT	C0013595	Eczema	206527	Eczema	1
261566	CID100206527	CID000206527	C0014549	PT	C0014549	Grand mal convulsion	206527	Non-cancer illness code, self-reported: epilepsy	1
261578	CID100206527	CID000206527	C0014868	PT	C0014868	Oesophagitis	206527	Diagnoses - main ICD10: K20 Oesophagitis	1
261580	CID100206527	CID000206527	C0015230	PT	C0015230	Rash	206527	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
261591	CID100206527	CID000206527	C0015732	PT	C0015732	Faecal incontinence	206527	Diagnoses - main ICD10: R15 Faecal incontinence	1
261598	CID100206527	CID000206527	C0016034	PT	C0016034	Fibrocystic breast disease	206527	Diagnoses - main ICD10: N60 Benign mammary dysplasia	1
261616	CID100206527	CID000206527	C0017601	PT	C0017601	Glaucoma	206527	Non-cancer illness code, self-reported: glaucoma	1
261620	CID100206527	CID000206527	C0018021	PT	C0018021	Goitre	206527	Non-cancer illness code, self-reported: thyroid goitre	1
261622	CID100206527	CID000206527	C0018099	PT	C0018099	Gout	206527	Non-cancer illness code, self-reported: gout	1
261628	CID100206527	CID000206527	C0018681	PT	C0018681	Headache	206527	Diagnoses - main ICD10: R51 Headache	1
261630	CID100206527	CID000206527	C0018794	PT	C0004245	Atrioventricular block	206527	AV-block	1
261632	CID100206527	CID000206527	C0018802	PT	C0018802	Cardiac failure congestive	206527	Heart failure	1
261638	CID100206527	CID000206527	C0018965	PT	C0018965	Haematuria	206527	Diagnoses - main ICD10: R31 Unspecified haematuria	1
261642	CID100206527	CID000206527	C0019158	PT	C0019158	Hepatitis	206527	Non-cancer illness code, self-reported: hepatitis	1
261646	CID100206527	CID000206527	C0019360	PT	C0019360	Herpes zoster	206527	Non-cancer illness code, self-reported: shingles	1
261661	CID100206527	CID000206527	C0020443	PT	C0020443	Hypercholesterolaemia	206527	Non-cancer illness code, self-reported: high cholesterol	1
261669	CID100206527	CID000206527	C0020538	PT	C0020538	Hypertension	206527	Non-cancer illness code, self-reported: hypertension	1
261689	CID100206527	CID000206527	C0020649	PT	C0020649	Hypotension	206527	Diagnoses - main ICD10: I95 Hypotension	1
261708	CID100206527	CID000206527	C0022346	PT	C0022346	Jaundice	206527	Diagnoses - main ICD10: R17 Unspecified jaundice	1
261711	CID100206527	CID000206527	C0022408	PT	C0022408	Arthropathy	206527	#Arthrosis	1
261719	CID100206527	CID000206527	C0022660	PT	C0022660	Renal failure acute	206527	Diagnoses - main ICD10: N17 Acute renal failure	1
261721	CID100206527	CID000206527	C0023066	PT	C0023066	Laryngospasm	206527	Non-cancer illness code, self-reported: asthma	1
261739	CID100206527	CID000206527	C0025289	PT	C0025289	Meningitis	206527	Non-cancer illness code, self-reported: meningitis	1
261747	CID100206527	CID000206527	C0026848	PT	C0026848	Myopathy	206527	Disorders of muscles	1
261753	CID100206527	CID000206527	C0027051	PT	C0027051	Myocardial infarction	206527	Myocardial infarction	1
261770	CID100206527	CID000206527	C0027813	PT	C0031117	Neuropathy peripheral	206527	Non-cancer illness code, self-reported: peripheral neuropathy	1
261786	CID100206527	CID000206527	C0029456	PT	C0029456	Osteoporosis	206527	Non-cancer illness code, self-reported: osteoporosis	1
261788	CID100206527	CID000206527	C0029878	PT	C0029878	Otitis externa	206527	Otitis externa	1
261790	CID100206527	CID000206527	C0029882	PT	C0029882	Otitis media	206527	Otitis media, unspecified	1
261800	CID100206527	CID000206527	C0030920	PT	C0030920	Peptic ulcer	206527	Gastroduodenal ulcer	1
261802	CID100206527	CID000206527	C0031154	PT	C0031154	Peritonitis	206527	Non-cancer illness code, self-reported: peritonitis	1
261806	CID100206527	CID000206527	C0031542	PT	C0031542	Phlebitis	206527	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	1
261808	CID100206527	CID000206527	C0032285	PT	C0032285	Pneumonia	206527	Non-cancer illness code, self-reported: pneumonia	1
261810	CID100206527	CID000206527	C0032617	PT	C0032617	Polyuria	206527	Diagnoses - main ICD10: R35 Polyuria	1
261819	CID100206527	CID000206527	C0033774	PT	C0033774	Pruritus	206527	Diagnoses - main ICD10: L29 Pruritus	1
261825	CID100206527	CID000206527	C0034065	PT	C0034065	Pulmonary embolism	206527	Diagnoses - main ICD10: I26 Pulmonary embolism	1
261858	CID100206527	CID000206527	C0037199	PT	C0037199	Sinusitis	206527	Diagnoses - main ICD10: J32 Chronic sinusitis	1
261862	CID100206527	CID000206527	C0038220	PT	C0038220	Status epilepticus	206527	Non-cancer illness code, self-reported: epilepsy	1
261864	CID100206527	CID000206527	C0038358	PT	C0038358	Gastric ulcer	206527	Diagnoses - main ICD10: K25 Gastric ulcer	1
261874	CID100206527	CID000206527	C0038454	PT	C0038454	Cerebrovascular accident	206527	STROKE	1
261883	CID100206527	CID000206527	C0039070	PT	C0039070	Syncope	206527	Diagnoses - main ICD10: R55 Syncope and collapse	1
261893	CID100206527	CID000206527	C0040034	PT	C0040034	Thrombocytopenia	206527	Thrombocytopenia, unspecified	1
261918	CID100206527	CID000206527	C0042024	PT	C0042024	Urinary incontinence	206527	Diagnoses - main ICD10: R32 Unspecified urinary incontinence	1
261926	CID100206527	CID000206527	C0042109	PT	C0042109	Urticaria	206527	Non-cancer illness code, self-reported: urticaria	1
261931	CID100206527	CID000206527	C0042345	PT	C0042345	Varicose vein	206527	Non-cancer illness code, self-reported: varicose veins	1
261941	CID100206527	CID000206527	C0042571	PT	C0042571	Vertigo	206527	Diagnoses - main ICD10: R42 Dizziness and giddiness	1
261955	CID100206527	CID000206527	C0080274	PT	C0080274	Urinary retention	206527	Diagnoses - main ICD10: R33 Retention of urine	1
261975	CID100206527	CID000206527	C0085633	PT	C0085633	Mood swings	206527	Mood swings	1
261992	CID100206527	CID000206527	C0086543	PT	C0086543	Cataract	206527	Non-cancer illness code, self-reported: cataract	1
261999	CID100206527	CID000206527	C0149931	PT	C0149931	Migraine	206527	Non-cancer illness code, self-reported: migraine	1
262019	CID100206527	CID000206527	C0151610	PT	C0040409	Tongue disorder	206527	Diagnoses - main ICD10: K14 Diseases of tongue	1
262070	CID100206527	CID000206527	C0162316	PT	C0162316	Iron deficiency anaemia	206527	Iron deficiency anaemia	1
262081	CID100206527	CID000206527	C0231528	PT	C0231528	Myalgia	206527	Myalgia	1
262122	CID100206527	CID000206527	C0270458	PT	C1269683	Major depression	206527	Non-cancer illness code, self-reported: depression	1
262158	CID100206527	CID000206527	C0574067	PT	C0010200	Cough	206527	Diagnoses - main ICD10: R05 Cough	1
262178	CID100206527	CID000206527	C0917801	PT	C0917801	Insomnia	206527	Non-cancer illness code, self-reported: insomnia	1
262184	CID100206527	CID000206527	C1258215	PT	C1258215	Ileus	206527	Non-cancer illness code, self-reported: constipation	1
262188	CID100206527	CID000206527	C2225524	PT	C2225524	Breast enlargement	206527	Diagnoses - main ICD10: N62 Hypertrophy of breast	1
262219	CID100208898	CID000208898	C0013395	PT	C0013395	Dyspepsia	208898	Diagnoses - main ICD10: K30 Dyspepsia	1
262221	CID100208898	CID000208898	C0013595	PT	C0013595	Eczema	208898	Eczema	1
262223	CID100208898	CID000208898	C0015230	PT	C0015230	Rash	208898	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
262229	CID100208898	CID000208898	C0017178	PT	C0017178	Gastrointestinal disorder	208898	Non-cancer illness code, self-reported: stomach disorder	1
262233	CID100208898	CID000208898	C0018801	PT	C0018801	Cardiac failure	208898	Heart failure	1
262235	CID100208898	CID000208898	C0018802	PT	C0018802	Cardiac failure congestive	208898	Heart failure	1
262245	CID100208898	CID000208898	C0027765	PT	C0027765	Nervous system disorder	208898	Diseases of the nervous system	1
262247	CID100208898	CID000208898	C0032285	PT	C0032285	Pneumonia	208898	Non-cancer illness code, self-reported: pneumonia	1
262249	CID100208898	CID000208898	C0033774	PT	C0033774	Pruritus	208898	Diagnoses - main ICD10: L29 Pruritus	1
262278	CID100208898	CID000208898	C0267792	PT	C0267792	Hepatobiliary disease	208898	Diseases of liver	1
262290	CID100208902	CID000208902	C0003862	PT	C0003862	Arthralgia	208902	Non-cancer illness code, self-reported: joint pain	1
262293	CID100208902	CID000208902	C0011570	PT	C0011570	Depression	208902	Non-cancer illness code, self-reported: depression	1
262304	CID100208902	CID000208902	C0018681	PT	C0018681	Headache	208902	Diagnoses - main ICD10: R51 Headache	1
262312	CID100208902	CID000208902	C0231528	PT	C0231528	Myalgia	208902	Myalgia	1
262321	CID100208902	CID000208902	C0751249	PT	C0917801	Insomnia	208902	Non-cancer illness code, self-reported: insomnia	1
262338	CID100208908	CID000208908	C0002871	PT	C0002871	Anaemia	208908	Non-cancer illness code, self-reported: anaemia	1
262342	CID100208908	CID000208908	C0003862	PT	C0003862	Arthralgia	208908	Non-cancer illness code, self-reported: joint pain	1
262347	CID100208908	CID000208908	C0004604	PT	C0004604	Back pain	208908	Dorsalgia	1
262351	CID100208908	CID000208908	C0006826	PT	C0006826	Neoplasm malignant	208908	Neoplasms	1
262357	CID100208908	CID000208908	C0009806	PT	C0009806	Constipation	208908	Non-cancer illness code, self-reported: constipation	1
262359	CID100208908	CID000208908	C0010200	PT	C0010200	Cough	208908	Diagnoses - main ICD10: R05 Cough	1
262367	CID100208908	CID000208908	C0013395	PT	C0013395	Dyspepsia	208908	Diagnoses - main ICD10: K30 Dyspepsia	1
262373	CID100208908	CID000208908	C0015230	PT	C0015230	Rash	208908	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
262379	CID100208908	CID000208908	C0017178	PT	C0017178	Gastrointestinal disorder	208908	Non-cancer illness code, self-reported: stomach disorder	1
262381	CID100208908	CID000208908	C0018681	PT	C0018681	Headache	208908	Diagnoses - main ICD10: R51 Headache	1
262385	CID100208908	CID000208908	C0018801	PT	C0018801	Cardiac failure	208908	Heart failure	1
262395	CID100208908	CID000208908	C0022660	PT	C0022660	Renal failure acute	208908	Diagnoses - main ICD10: N17 Acute renal failure	1
262401	CID100208908	CID000208908	C0027339	PT	C0027339	Nail disorder	208908	Nail disorders	1
262405	CID100208908	CID000208908	C0027765	PT	C0027765	Nervous system disorder	208908	Diseases of the nervous system	1
262407	CID100208908	CID000208908	C0027947	PT	C0027947	Neutropenia	208908	Diagnoses - main ICD10: D70 Agranulocytosis	1
262409	CID100208908	CID000208908	C0030196	PT	C0030196	Pain in extremity	208908	Pain in limb	1
262415	CID100208908	CID000208908	C0031117	PT	C0031117	Neuropathy peripheral	208908	Non-cancer illness code, self-reported: peripheral neuropathy	1
262417	CID100208908	CID000208908	C0032285	PT	C0032285	Pneumonia	208908	Non-cancer illness code, self-reported: pneumonia	1
262419	CID100208908	CID000208908	C0033774	PT	C0033774	Pruritus	208908	Diagnoses - main ICD10: L29 Pruritus	1
262427	CID100208908	CID000208908	C0151313	PT	C0151313	Peripheral sensory neuropathy	208908	Non-cancer illness code, self-reported: peripheral neuropathy	1
262441	CID100208908	CID000208908	C0231528	PT	C0231528	Myalgia	208908	Myalgia	1
262450	CID100208908	CID000208908	C0267792	PT	C0267792	Hepatobiliary disease	208908	Diseases of liver	1
262464	CID100208908	CID000208908	C0917801	PT	C0917801	Insomnia	208908	Non-cancer illness code, self-reported: insomnia	1
262481	CID100208920	CID009960701	C0004604	PT	C0004604	Back pain	208920	Dorsalgia	1
262487	CID100208920	CID009960701	C0006277	PT	C0006277	Bronchitis	208920	Bronchitis	1
262497	CID100208920	CID009960701	C0009806	PT	C0009806	Constipation	208920	Non-cancer illness code, self-reported: constipation	1
262499	CID100208920	CID009960701	C0010200	PT	C0010200	Cough	208920	Diagnoses - main ICD10: R05 Cough	1
262502	CID100208920	CID009960701	C0010692	PT	C0010692	Cystitis	208920	Diagnoses - main ICD10: N30 Cystitis	1
262508	CID100208920	CID009960701	C0011570	PT	C0011570	Depression	208920	Non-cancer illness code, self-reported: depression	1
262516	CID100208920	CID009960701	C0013428	PT	C0013428	Dysuria	208920	Diagnoses - main ICD10: R30 Pain associated with micturition	1
262518	CID100208920	CID009960701	C0013595	PT	C0013595	Eczema	208920	Eczema	1
262522	CID100208920	CID009960701	C0015230	PT	C0015230	Rash	208920	Diagnoses - main ICD10: R21 Rash and other nonspecific skin eruption	1
262532	CID100208920	CID009960701	C0016034	PT	C0016034	Fibrocystic breast disease	208920	Diagnoses - main ICD10: N60 Benign mammary dysplasia	1
